/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_24_203.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_24_203.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_24_203.jpg, 0, 0, 0, 7.811929E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_24_309.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_24_309.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_24_309.jpg, 0, 0, 0, 7.808341E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_24_412.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_24_412.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_24_412.jpg, 0, 0, 0, 8.019823E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_24_515.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_24_515.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_24_515.jpg, 0, 0, 0, 7.949153E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_24_617.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_24_617.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_24_617.jpg, 0, 0, 0, 7.772683E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_24_718.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_24_718.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_24_718.jpg, 0, 0, 0, 8.032497E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_24_820.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_24_820.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_24_820.jpg, 0, 0, 0, 8.025127E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_24_921.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_24_921.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_24_921.jpg, 0, 0, 0, 7.782597E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_25_029.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_25_029.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_25_029.jpg, 0, 0, 0, 7.766535E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_25_131.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_25_131.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_25_131.jpg, 0, 0, 0, 7.814608E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_25_232.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_25_232.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_25_232.jpg, 0, 0, 0, 7.947123E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_25_334.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_25_334.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_25_334.jpg, 0, 0, 0, 7.807421E-05
/Users/bschmuck/Documents/Self-Driving Course/IMG/center_2020_04_28_17_27_25_435.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/left_2020_04_28_17_27_25_435.jpg, /Users/bschmuck/Documents/Self-Driving Course/IMG/right_2020_04_28_17_27_25_435.jpg, 0, 0, 0, 7.781405E-05
